Day,name_area,Subj,Virus,Sig,Sign
1,B,11,ChR2,0,1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,0
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,1,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,-1
1,B,11,ChR2,1,-1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,1
1,B,11,ChR2,1,-1
1,B,11,ChR2,0,-1
1,B,11,ChR2,0,1
1,B,11,ChR2,0,-1
1,B,11,ChR2,1,-1
1,B,11,ChR2,1,-1
1,B,11,ChR2,1,1
1,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,0,1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,0,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,1,-1
2,B,11,ChR2,0,-1
